X,Y
0.0,0.0
25.1,0.0
50.2,0.0
75.30000000000001,0.0
100.4,0.0
125.5,0.0
150.60000000000002,0.0
175.70000000000002,0.0
200.8,0.0
225.9,0.0
251.0,0.0
276.1,0.0
301.20000000000005,0.0
326.3,0.0
351.40000000000003,0.0
376.5,0.0
401.6,0.0
426.70000000000005,0.0
451.8,0.0
476.90000000000003,0.0
502.0,0.0
527.1,0.0
552.2,0.0
577.3000000000001,0.0
602.4000000000001,0.0
627.5,0.0
652.6,0.0
677.7,0.0
702.8000000000001,0.0
727.9000000000001,0.0
753.0,0.0
778.1,0.0
803.2,0.0
828.3000000000001,0.0
853.4000000000001,0.0
878.5,0.0
903.6,0.0
928.7,0.0
953.8000000000001,0.0
978.9000000000001,0.0
1004.0,0.0
1029.1000000000001,0.0
1054.2,0.0
1079.3,0.0
1104.4,0.0
1129.5,0.0
1154.6000000000001,0.0
1179.7,0.0
1204.8000000000002,0.0
1229.9,0.0
1255.0,0.0
1280.1000000000001,0.0
1305.2,0.0
1330.3000000000002,0.0
1355.4,0.0
1380.5,0.0
1405.6000000000001,0.0
1430.7,0.0
1455.8000000000002,0.0
1480.9,0.0
1506.0,0.0
1531.1000000000001,0.0
1556.2,0.0
1581.3000000000002,0.0
1606.4,0.0
1631.5,0.0
1656.6000000000001,0.0
1681.7,0.0
1706.8000000000002,0.0
1731.9,0.0
1757.0,0.0
1782.1000000000001,0.0
1807.2,0.0
1832.3000000000002,0.0
1857.4,0.0
1882.5,0.0
1907.6000000000001,0.0
1932.7,0.0
1957.8000000000002,0.0
1982.9,0.0
2008.0,0.0
2033.1000000000001,0.0
2058.2000000000003,0.0
2083.3,0.0
2108.4,0.0
2133.5,0.0
2158.6,0.0
2183.7000000000003,0.0
2208.8,0.0
2233.9,0.0
2259.0,0.0
2284.1,0.0
2309.2000000000003,0.0
2334.3,0.0
2359.4,0.0
2384.5,0.0
2409.6000000000004,0.0
2434.7000000000003,0.0
2459.8,0.0
2484.9,0.0
0.0,17.95
25.1,17.95
50.2,17.95
75.30000000000001,17.95
100.4,17.95
125.5,17.95
150.60000000000002,17.95
175.70000000000002,17.95
200.8,17.95
225.9,17.95
251.0,17.95
276.1,17.95
301.20000000000005,17.95
326.3,17.95
351.40000000000003,17.95
376.5,17.95
401.6,17.95
426.70000000000005,17.95
451.8,17.95
476.90000000000003,17.95
502.0,17.95
527.1,17.95
552.2,17.95
577.3000000000001,17.95
602.4000000000001,17.95
627.5,17.95
652.6,17.95
677.7,17.95
702.8000000000001,17.95
727.9000000000001,17.95
753.0,17.95
778.1,17.95
803.2,17.95
828.3000000000001,17.95
853.4000000000001,17.95
878.5,17.95
903.6,17.95
928.7,17.95
953.8000000000001,17.95
978.9000000000001,17.95
1004.0,17.95
1029.1000000000001,17.95
1054.2,17.95
1079.3,17.95
1104.4,17.95
1129.5,17.95
1154.6000000000001,17.95
1179.7,17.95
1204.8000000000002,17.95
1229.9,17.95
1255.0,17.95
1280.1000000000001,17.95
1305.2,17.95
1330.3000000000002,17.95
1355.4,17.95
1380.5,17.95
1405.6000000000001,17.95
1430.7,17.95
1455.8000000000002,17.95
1480.9,17.95
1506.0,17.95
1531.1000000000001,17.95
1556.2,17.95
1581.3000000000002,17.95
1606.4,17.95
1631.5,17.95
1656.6000000000001,17.95
1681.7,17.95
1706.8000000000002,17.95
1731.9,17.95
1757.0,17.95
1782.1000000000001,17.95
1807.2,17.95
1832.3000000000002,17.95
1857.4,17.95
1882.5,17.95
1907.6000000000001,17.95
1932.7,17.95
1957.8000000000002,17.95
1982.9,17.95
2008.0,17.95
2033.1000000000001,17.95
2058.2000000000003,17.95
2083.3,17.95
2108.4,17.95
2133.5,17.95
2158.6,17.95
2183.7000000000003,17.95
2208.8,17.95
2233.9,17.95
2259.0,17.95
2284.1,17.95
2309.2000000000003,17.95
2334.3,17.95
2359.4,17.95
2384.5,17.95
2409.6000000000004,17.95
2434.7000000000003,17.95
2459.8,17.95
2484.9,17.95
0.0,35.9
25.1,35.9
50.2,35.9
75.30000000000001,35.9
100.4,35.9
125.5,35.9
150.60000000000002,35.9
175.70000000000002,35.9
200.8,35.9
225.9,35.9
251.0,35.9
276.1,35.9
301.20000000000005,35.9
326.3,35.9
351.40000000000003,35.9
376.5,35.9
401.6,35.9
426.70000000000005,35.9
451.8,35.9
476.90000000000003,35.9
502.0,35.9
527.1,35.9
552.2,35.9
577.3000000000001,35.9
602.4000000000001,35.9
627.5,35.9
652.6,35.9
677.7,35.9
702.8000000000001,35.9
727.9000000000001,35.9
753.0,35.9
778.1,35.9
803.2,35.9
828.3000000000001,35.9
853.4000000000001,35.9
878.5,35.9
903.6,35.9
928.7,35.9
953.8000000000001,35.9
978.9000000000001,35.9
1004.0,35.9
1029.1000000000001,35.9
1054.2,35.9
1079.3,35.9
1104.4,35.9
1129.5,35.9
1154.6000000000001,35.9
1179.7,35.9
1204.8000000000002,35.9
1229.9,35.9
1255.0,35.9
1280.1000000000001,35.9
1305.2,35.9
1330.3000000000002,35.9
1355.4,35.9
1380.5,35.9
1405.6000000000001,35.9
1430.7,35.9
1455.8000000000002,35.9
1480.9,35.9
1506.0,35.9
1531.1000000000001,35.9
1556.2,35.9
1581.3000000000002,35.9
1606.4,35.9
1631.5,35.9
1656.6000000000001,35.9
1681.7,35.9
1706.8000000000002,35.9
1731.9,35.9
1757.0,35.9
1782.1000000000001,35.9
1807.2,35.9
1832.3000000000002,35.9
1857.4,35.9
1882.5,35.9
1907.6000000000001,35.9
1932.7,35.9
1957.8000000000002,35.9
1982.9,35.9
2008.0,35.9
2033.1000000000001,35.9
2058.2000000000003,35.9
2083.3,35.9
2108.4,35.9
2133.5,35.9
2158.6,35.9
2183.7000000000003,35.9
2208.8,35.9
2233.9,35.9
2259.0,35.9
2284.1,35.9
2309.2000000000003,35.9
2334.3,35.9
2359.4,35.9
2384.5,35.9
2409.6000000000004,35.9
2434.7000000000003,35.9
2459.8,35.9
2484.9,35.9
0.0,53.849999999999994
25.1,53.849999999999994
50.2,53.849999999999994
75.30000000000001,53.849999999999994
100.4,53.849999999999994
125.5,53.849999999999994
150.60000000000002,53.849999999999994
175.70000000000002,53.849999999999994
200.8,53.849999999999994
225.9,53.849999999999994
251.0,53.849999999999994
276.1,53.849999999999994
301.20000000000005,53.849999999999994
326.3,53.849999999999994
351.40000000000003,53.849999999999994
376.5,53.849999999999994
401.6,53.849999999999994
426.70000000000005,53.849999999999994
451.8,53.849999999999994
476.90000000000003,53.849999999999994
502.0,53.849999999999994
527.1,53.849999999999994
552.2,53.849999999999994
577.3000000000001,53.849999999999994
602.4000000000001,53.849999999999994
627.5,53.849999999999994
652.6,53.849999999999994
677.7,53.849999999999994
702.8000000000001,53.849999999999994
727.9000000000001,53.849999999999994
753.0,53.849999999999994
778.1,53.849999999999994
803.2,53.849999999999994
828.3000000000001,53.849999999999994
853.4000000000001,53.849999999999994
878.5,53.849999999999994
903.6,53.849999999999994
928.7,53.849999999999994
953.8000000000001,53.849999999999994
978.9000000000001,53.849999999999994
1004.0,53.849999999999994
1029.1000000000001,53.849999999999994
1054.2,53.849999999999994
1079.3,53.849999999999994
1104.4,53.849999999999994
1129.5,53.849999999999994
1154.6000000000001,53.849999999999994
1179.7,53.849999999999994
1204.8000000000002,53.849999999999994
1229.9,53.849999999999994
1255.0,53.849999999999994
1280.1000000000001,53.849999999999994
1305.2,53.849999999999994
1330.3000000000002,53.849999999999994
1355.4,53.849999999999994
1380.5,53.849999999999994
1405.6000000000001,53.849999999999994
1430.7,53.849999999999994
1455.8000000000002,53.849999999999994
1480.9,53.849999999999994
1506.0,53.849999999999994
1531.1000000000001,53.849999999999994
1556.2,53.849999999999994
1581.3000000000002,53.849999999999994
1606.4,53.849999999999994
1631.5,53.849999999999994
1656.6000000000001,53.849999999999994
1681.7,53.849999999999994
1706.8000000000002,53.849999999999994
1731.9,53.849999999999994
1757.0,53.849999999999994
1782.1000000000001,53.849999999999994
1807.2,53.849999999999994
1832.3000000000002,53.849999999999994
1857.4,53.849999999999994
1882.5,53.849999999999994
1907.6000000000001,53.849999999999994
1932.7,53.849999999999994
1957.8000000000002,53.849999999999994
1982.9,53.849999999999994
2008.0,53.849999999999994
2033.1000000000001,53.849999999999994
2058.2000000000003,53.849999999999994
2083.3,53.849999999999994
2108.4,53.849999999999994
2133.5,53.849999999999994
2158.6,53.849999999999994
2183.7000000000003,53.849999999999994
2208.8,53.849999999999994
2233.9,53.849999999999994
2259.0,53.849999999999994
2284.1,53.849999999999994
2309.2000000000003,53.849999999999994
2334.3,53.849999999999994
2359.4,53.849999999999994
2384.5,53.849999999999994
2409.6000000000004,53.849999999999994
2434.7000000000003,53.849999999999994
2459.8,53.849999999999994
2484.9,53.849999999999994
0.0,71.8
25.1,71.8
50.2,71.8
75.30000000000001,71.8
100.4,71.8
125.5,71.8
150.60000000000002,71.8
175.70000000000002,71.8
200.8,71.8
225.9,71.8
251.0,71.8
276.1,71.8
301.20000000000005,71.8
326.3,71.8
351.40000000000003,71.8
376.5,71.8
401.6,71.8
426.70000000000005,71.8
451.8,71.8
476.90000000000003,71.8
502.0,71.8
527.1,71.8
552.2,71.8
577.3000000000001,71.8
602.4000000000001,71.8
627.5,71.8
652.6,71.8
677.7,71.8
702.8000000000001,71.8
727.9000000000001,71.8
753.0,71.8
778.1,71.8
803.2,71.8
828.3000000000001,71.8
853.4000000000001,71.8
878.5,71.8
903.6,71.8
928.7,71.8
953.8000000000001,71.8
978.9000000000001,71.8
1004.0,71.8
1029.1000000000001,71.8
1054.2,71.8
1079.3,71.8
1104.4,71.8
1129.5,71.8
1154.6000000000001,71.8
1179.7,71.8
1204.8000000000002,71.8
1229.9,71.8
1255.0,71.8
1280.1000000000001,71.8
1305.2,71.8
1330.3000000000002,71.8
1355.4,71.8
1380.5,71.8
1405.6000000000001,71.8
1430.7,71.8
1455.8000000000002,71.8
1480.9,71.8
1506.0,71.8
1531.1000000000001,71.8
1556.2,71.8
1581.3000000000002,71.8
1606.4,71.8
1631.5,71.8
